8, 4, 3, 1, 1, 2, 12, 4, 9, 12, 10, 22, 15, 18, 21, 20, 18, 21, 17, 14, 19, 12, 28, 34, 33, 25, 37, 27, 28, 25, 31, 29, 37, 31, 39, 34, 38, 31, 36, 37, 31, 39, 33, 39, 18, 28, 29, 33, 39, 28, 33, 32, 32, 52, 36, 35, 43, 30, 34, 28, 37, 41, 36, 24, 35, 35, 20, 22, 26, 20, 19, 22, 16, 9, 4, 10, 6, 6, 7, 10, 5, 15, 20, 12, 15, 18, 25, 13, 15, 11, 10, 5, 6, 4
5, 3, 3, 2, 2, 3, 7, 2, 7, 6, 10, 12, 10, 9, 10, 9, 10, 11, 8, 7, 7, 7, 12, 17, 18, 18, 18, 17, 19, 15, 9, 16, 18, 10, 17, 20, 18, 19, 14, 20, 18, 16, 20, 7, 15, 13, 10, 21, 24, 15, 14, 15, 26, 22, 15, 16, 17, 18, 14, 18, 16, 17, 12, 10, 9, 20, 14, 13, 23, 11, 7, 10, 2, 6, 3, 1, 3, 6, 5, 2, 4, 6, 6, 8, 8, 11, 8, 6, 6, 2, 2, 1, 3, 0
9, 4, 3, 4, 2, 4, 8, 6, 10, 4, 14, 12, 14, 8, 10, 10, 12, 16, 15, 10, 13, 15, 14, 20, 15, 21, 19, 17, 6, 12, 14, 17, 14, 20, 18, 17, 21, 20, 19, 16, 13, 20, 12, 20, 19, 9, 19, 27, 17, 17, 15, 17, 23, 17, 16, 11, 21, 20, 16, 11, 25, 12, 12, 14, 14, 21, 21, 14, 11, 12, 13, 8, 5, 3, 2, 7, 6, 7, 4, 6, 8, 5, 9, 6, 4, 10, 6, 2, 2, 3, 3, 2, 3, 2
7, 1, 5, 4, 4, 7, 7, 6, 11, 7, 16, 15, 12, 13, 14, 17, 17, 12, 13, 11, 14, 14, 13, 25, 14, 21, 16, 17, 12, 4, 17, 19, 16, 17, 17, 26, 20, 18, 17, 17, 18, 22, 19, 20, 25, 16, 19, 13, 14, 17, 10, 22, 13, 15, 18, 14, 23, 15, 17, 12, 9, 15, 16, 19, 19, 22, 16, 6, 15, 15, 15, 11, 8, 9, 6, 10, 4, 6, 9, 7, 8, 10, 9, 9, 9, 2, 3, 4, 4, 3, 1, 0, 3, 3
5, 5, 2, 3, 4, 3, 10, 13, 16, 16, 17, 19, 20, 12, 15, 14, 19, 17, 10, 12, 13, 19, 20, 22, 18, 20, 19, 17, 10, 11, 12, 22, 12, 14, 21, 25, 16, 18, 20, 15, 20, 26, 23, 17, 21, 24, 12, 15, 16, 19, 19, 11, 17, 15, 18, 17, 18, 22, 23, 18, 16, 20, 11, 19, 12, 16, 14, 8, 14, 15, 11, 11, 10, 9, 6, 7, 6, 9, 12, 16, 12, 10, 7, 4, 3, 1, 2, 3, 2, 4, 3, 3, 4, 2
12, 9, 4, 5, 6, 6, 6, 15, 11, 17, 21, 18, 20, 20, 25, 16, 19, 24, 14, 11, 13, 18, 16, 19, 15, 15, 12, 19, 13, 17, 19, 20, 13, 17, 25, 24, 20, 16, 16, 11, 18, 23, 14, 21, 25, 22, 12, 15, 15, 16, 26, 10, 18, 18, 16, 18, 22, 20, 21, 13, 15, 20, 17, 15, 13, 14, 15, 9, 13, 14, 12, 8, 10, 14, 10, 14, 9, 11, 16, 14, 10, 6, 7, 6, 9, 8, 8, 7, 4, 3, 2, 2, 1, 2
17, 7, 9, 9, 7, 7, 14, 22, 16, 22, 15, 17, 18, 15, 14, 19, 27, 24, 19, 12, 10, 13, 18, 18, 16, 19, 19, 12, 10, 13, 26, 13, 17, 16, 17, 19, 15, 21, 12, 19, 11, 22, 22, 25, 33, 27, 18, 16, 12, 24, 19, 16, 18, 12, 18, 27, 25, 21, 13, 19, 18, 24, 10, 12, 15, 13, 23, 20, 19, 7, 8, 7, 21, 15, 15, 19, 10, 9, 12, 15, 10, 12, 7, 12, 9, 7, 10, 5, 4, 6, 2, 5, 4, 1
16, 7, 7, 5, 6, 6, 12, 23, 15, 21, 15, 14, 16, 25, 21, 21, 14, 21, 21, 22, 17, 14, 22, 16, 19, 18, 16, 15, 13, 16, 24, 25, 21, 17, 19, 21, 15, 21, 19, 16, 13, 17, 25, 23, 25, 27, 17, 17, 14, 18, 25, 17, 16, 14, 20, 26, 20, 20, 20, 19, 10, 22, 13, 9, 12, 17, 19, 12, 18, 11, 16, 19, 19, 12, 20, 14, 6, 10, 12, 11, 6, 10, 9, 9, 5, 9, 10, 6, 7, 5, 5, 4, 3, 5
14, 7, 5, 3, 4, 7, 11, 21, 21, 20, 20, 15, 16, 13, 17, 23, 20, 15, 15, 22, 25, 26, 19, 21, 22, 20, 15, 17, 12, 20, 19, 16, 17, 20, 19, 14, 19, 21, 11, 13, 18, 22, 14, 23, 17, 28, 25, 13, 23, 16, 20, 19, 15, 22, 22, 16, 22, 21, 20, 16, 16, 23, 19, 10, 19, 15, 15, 15, 11, 15, 16, 21, 13, 14, 16, 17, 12, 12, 15, 13, 9, 13, 11, 11, 9, 10, 13, 7, 7, 8, 5, 7, 5, 6
14, 10, 9, 13, 14, 14, 17, 17, 14, 14, 13, 22, 17, 15, 17, 16, 14, 16, 18, 21, 14, 25, 20, 20, 35, 17, 15, 9, 19, 17, 24, 16, 13, 23, 20, 16, 24, 21, 14, 17, 15, 22, 25, 20, 26, 21, 26, 23, 22, 18, 19, 24, 17, 16, 21, 15, 22, 21, 15, 17, 16, 16, 8, 12, 13, 15, 13, 23, 17, 15, 13, 21, 19, 9, 15, 15, 11, 10, 9, 6, 13, 12, 11, 12, 14, 11, 14, 10, 9, 7, 7, 6, 6, 4
